index,budget,genres,id,original_language,original_title,popularity,production_companies,release_date,revenue,runtime,status,title,vote_average,cast,director
1062,120000000,Adventure Animation Comedy Family,9487,en,A Bug's Life,87.350802,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]",1998-11-25,363258859,95.0,Released,A Bug's Life,6.8,Kevin Spacey Julia Louis-Dreyfus Hayden Panettiere Phyllis Diller Bonnie Hunt,Andrew Stanton
1063,35000000,Horror Mystery Thriller,768,en,From Hell,26.134678,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Underworld Entertainment"", ""id"": 476}]",2001-10-19,74558115,122.0,Released,From Hell,6.6,Johnny Depp Heather Graham Ian Holm Robbie Coltrane Ian Richardson,Albert Hughes
1064,45000000,Action Thriller,2636,en,The Specialist,16.582709,"[{""name"": ""Jerry Weintraub Productions"", ""id"": 2596}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Iguana Producciones"", ""id"": 11134}]",1994-10-07,170362582,110.0,Released,The Specialist,5.5,Sylvester Stallone Sharon Stone James Woods Rod Steiger Eric Roberts,Luis Llosa
1065,45000000,Comedy Drama Romance,10478,en,Tin Cup,10.731574,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Warner Bros."", ""id"": 6194}]",1996-08-16,53854588,135.0,Released,Tin Cup,5.9,Kevin Costner Don Johnson Cheech Marin George Perez Rene Russo,Ron Shelton
1067,45000000,Romance Comedy Family,9981,en,Kicking & Screaming,8.99269,"[{""name"": ""Universal Pictures"", ""id"": 33}]",2005-05-13,56070433,95.0,Released,Kicking & Screaming,5.6,Will Ferrell Robert Duvall Kate Walsh Musetta Vander Josh Hutcherson,Jesse Dylan
1068,50000000,Adventure Comedy Family Science Fiction,7453,en,The Hitchhiker's Guide to the Galaxy,51.742065,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Everyman Pictures"", ""id"": 2242}, {""name"": ""Hammer & Tongs"", ""id"": 2243}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]",2005-01-15,104478416,109.0,Released,The Hitchhiker's Guide to the Galaxy,6.6,Martin Freeman Zooey Deschanel Sam Rockwell Yasiin Bey John Malkovich,Garth Jennings
1070,45000000,Horror Action Science Fiction,7737,en,Resident Evil: Extinction,12.06538,"[{""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Davis-Films"", ""id"": 342}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Resident Evil Productions"", ""id"": 58249}]",2007-09-20,148412065,94.0,Released,Resident Evil: Extinction,6.1,Milla Jovovich Oded Fehr Ali Larter Iain Glen Mike Epps,Russell Mulcahy
1071,40000000,Comedy,232672,en,Blended,44.120328,"[{""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Karz Entertainment"", ""id"": 4194}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Gulfstream Pictures"", ""id"": 20788}]",2014-05-21,123494610,117.0,Released,Blended,6.6,Drew Barrymore Adam Sandler Wendi McLendon-Covey Bella Thorne Terry Crews,Frank Coraci
1072,45000000,Adventure Comedy Drama,17379,en,Last Holiday,6.156015,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",2006-01-13,38399961,112.0,Released,Last Holiday,6.4,Queen Latifah LL Cool J Timothy Hutton Giancarlo Esposito Alicia Witt,Wayne Wang
1073,45000000,Action Adventure Crime Thriller,8987,en,The River Wild,12.362876,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""David Foster Productions"", ""id"": 496}, {""name"": ""Turman-Foster Company"", ""id"": 662}]",1994-09-30,0,111.0,Released,The River Wild,6.1,Meryl Streep David Strathairn Kevin Bacon Benjamin Bratt John C. Reilly,Curtis Hanson
1074,45000000,Adventure Family Fantasy,11359,en,The Indian in the Cupboard,11.095914,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}]",1995-07-14,0,96.0,Released,The Indian in the Cupboard,5.9,Hal Scardino Litefoot Lindsay Crouse Richard Jenkins Rishi Bhat,Frank Oz
1075,45000000,Crime Drama Thriller,82525,en,Savages,31.856589000000003,"[{""name"": ""Ixtlan"", ""id"": 4198}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Onda Entertainment"", ""id"": 11802}]",2012-07-06,82966152,131.0,Released,Savages,6.2,Blake Lively Taylor Kitsch Aaron Taylor-Johnson Benicio del Toro Salma Hayek,Oliver Stone
1076,25000000,Action Adventure Crime Thriller,9759,en,Cellular,24.459948,"[{""name"": ""New Line Cinema"", ""id"": 12}]",2004-09-06,56422687,94.0,Released,Cellular,6.1,Chris Evans Kim Basinger Jason Statham Jessica Biel William H. Macy,David R. Ellis
1077,40000000,Adventure Action Comedy,9486,en,Johnny English,28.029015,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""StudioCanal"", ""id"": 694}]",2003-04-06,160583018,88.0,Released,Johnny English,6.0,Rowan Atkinson John Malkovich Natalie Imbruglia Tasha de Vasconcelos Ben Miller,Peter Howitt
1078,50000000,Fantasy Adventure Animation Comedy Family,9906,en,The Ant Bully,20.239061,"[{""name"": ""Playtone"", ""id"": 4171}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Legendary Entertainment"", ""id"": 84419}, {""name"": ""DNA Productions"", ""id"": 89136}]",2006-07-27,55181129,88.0,Released,The Ant Bully,5.5,Julia Roberts Meryl Streep Nicolas Cage Paul Giamatti Bruce Campbell,John A. Davis
1079,40000000,Action Science Fiction Adventure,841,en,Dune,25.876582,"[{""name"": ""Dino De Laurentiis Company"", ""id"": 10308}]",1984-12-14,30925690,137.0,Released,Dune,6.5,Kyle MacLachlan Francesca Annis Leonardo Cimino Brad Dourif Jos\u00e9 Ferrer,David Lynch
1081,35000000,Drama Romance,4148,en,Revolutionary Road,20.360549,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Neal Street Productions"", ""id"": 1522}, {""name"": ""Evamere Entertainment"", ""id"": 1550}, {""name"": ""Goldcrest Pictures"", ""id"": 11843}]",2008-12-19,75225693,119.0,Released,Revolutionary Road,6.7,Leonardo DiCaprio Kate Winslet Michael Shannon Kathryn Hahn David Harbour,Sam Mendes
1082,55000000,Action Adventure Crime Thriller,2207,en,16 Blocks,32.31022,"[{""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Cheyenne Enterprises"", ""id"": 890}, {""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Nu Image Entertainment GmbH"", ""id"": 4741}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Equity Pictures Medienfonds GmbH & Co. KG III"", ""id"": 10885}, {""name"": ""16 Block Productions"", ""id"": 10886}]",2006-03-01,65664721,105.0,Released,16 Blocks,6.2,Bruce Willis Yasiin Bey David Morse Jenna Stern David Zayas,Richard Donner
1083,70000000,Action Adventure Science Fiction Thriller,9381,en,Babylon A.D.,27.568194,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""M6 Films"", ""id"": 1115}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Cin\u00e9Cin\u00e9ma"", ""id"": 6301}, {""name"": ""Babylon"", ""id"": 11259}, {""name"": ""Babylon Films Limited"", ""id"": 11260}, {""name"": ""M6"", ""id"": 11261}, {""name"": ""MNP Entreprise"", ""id"": 20240}]",2008-08-20,72108608,101.0,Released,Babylon A.D.,5.4,Vin Diesel Michelle Yeoh M\u00e9lanie Thierry Lambert Wilson Charlotte Rampling,Mathieu Kassovitz
1084,45000000,Action Adventure Crime Drama Thriller,9625,en,The Glimmer Man,6.250282,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Seagal/Nasso Productions"", ""id"": 17825}]",1996-10-04,0,92.0,Released,The Glimmer Man,4.7,Steven Seagal Keenen Ivory Wayans Bob Gunton Brian Cox Michelle Johnson,John Gray
1085,45000000,Comedy Fantasy Science Fiction,9304,en,Multiplicity,11.120344,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]",1996-07-19,0,117.0,Released,Multiplicity,5.5,Michael Keaton Andie MacDowell Harris Yulin Eugene Levy Zack Duhame,Harold Ramis
1086,45000000,Adventure Comedy Family Fantasy Science Fiction,20856,en,Aliens in the Attic,13.707183,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Josephson Entertainment"", ""id"": 1894}, {""name"": ""New Upstairs Productions"", ""id"": 3855}, {""name"": ""Upstairs Canada Productions"", ""id"": 3856}]",2009-07-31,57881056,86.0,Released,Aliens in the Attic,5.3,Carter Jenkins Austin Butler Kevin Nealon Robert Hoffman Doris Roberts,John Schultz
1087,35000000,Crime Drama Mystery Thriller,5955,en,The Pledge,12.495436,"[{""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}, {""name"": ""Clyde Is Hungry Films"", ""id"": 12263}, {""name"": ""Pledge Productions"", ""id"": 12264}]",2001-01-09,29400000,123.0,Released,The Pledge,6.5,Jack Nicholson Aaron Eckhart Helen Mirren Robin Wright Vanessa Redgrave,Sean Penn
1088,45000000,Comedy Music,9899,en,The Producers,6.803965,"[{""name"": ""Sony Pictures"", ""id"": 34}, {""name"": ""Gaumont Columbia Tristar Films"", ""id"": 145}]",2005-12-25,38058335,134.0,Released,The Producers,6.1,Matthew Broderick Uma Thurman Will Ferrell Eileen Essell Gary Beach,Susan Stroman
1089,45000000,Adventure Action,9826,en,The Phantom,9.025236,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""The Ladd Company"", ""id"": 7965}]",1996-06-06,17300889,100.0,Released,The Phantom,4.7,Billy Zane Kristy Swanson Treat Williams Catherine Zeta-Jones James Remar,Simon Wincer
1090,57000000,Drama Romance Western,21355,en,All the Pretty Horses,7.524671,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Miramax Films"", ""id"": 14}]",2000-12-11,0,117.0,Released,All the Pretty Horses,5.8,Matt Damon Henry Thomas Pen\u00e9lope Cruz Sam Shepard Robert Patrick,Billy Bob Thornton
1091,44000000,History Drama,10858,en,Nixon,3.770161,"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Cinergi Pictures Entertainment"", ""id"": 1504}]",1995-12-22,13681765,192.0,Released,Nixon,7.1,Anthony Hopkins Joan Allen Powers Boothe Ed Harris Bob Hoskins,Oliver Stone
1092,45000000,Thriller Mystery,11439,en,The Ghost Writer,21.118196,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Runteam Ltd."", ""id"": 265}, {""name"": ""R.P. Productions"", ""id"": 355}, {""name"": ""France 2 Cin\u00e9ma"", ""id"": 15671}]",2010-02-12,60222298,128.0,Released,The Ghost Writer,6.7,Ewan McGregor Pierce Brosnan Jon Bernthal Kim Cattrall Tom Wilkinson,Roman Polanski
1093,45000000,Adventure Action Horror Science Fiction,9457,en,Deep Rising,6.513856,"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Cinergi Pictures Entertainment"", ""id"": 1504}, {""name"": ""Calimari Productions"", ""id"": 45518}]",1998-01-30,11203026,106.0,Released,Deep Rising,6.0,Treat Williams Famke Janssen Anthony Heald Kevin J. O'Connor Una Damon,Stephen Sommers
1094,45000000,Drama War,12412,en,Miracle at St. Anna,11.387408,"[{""name"": ""Rai Cinema"", ""id"": 2683}, {""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""On My Own"", ""id"": 20341}]",2008-09-15,9323833,160.0,Released,Miracle at St. Anna,6.3,Derek Luke Michael Ealy Laz Alonso John Turturro Valentina Cervi,Spike Lee
1096,45000000,Action Crime Thriller,13184,en,Bangkok Dangerous,14.813057,"[{""name"": ""Virtual Studios"", ""id"": 449}, {""name"": ""Initial Entertainment Group"", ""id"": 704}, {""name"": ""Saturn Films"", ""id"": 831}, {""name"": ""International Production Company"", ""id"": 1507}, {""name"": ""Blue Star Pictures"", ""id"": 2779}, {""name"": ""Living Films"", ""id"": 2877}, {""name"": ""Bangkok Dangerous"", ""id"": 2878}]",2008-08-21,42487390,99.0,Released,Bangkok Dangerous,5.0,Nicolas Cage Shahkrit Yamnarm Charlie Yeung Panward Hemmanee Nirattisai Kaljaruek,Danny Pang
1097,40000000,Action Comedy Thriller,2185,en,Big Trouble,5.201688,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]",2002-04-05,8493890,85.0,Released,Big Trouble,6.3,Tim Allen Rene Russo Patrick Warburton Ben Foster Zooey Deschanel,Barry Sonnenfeld
1098,45000000,Drama Romance,6639,en,Love in the Time of Cholera,5.361699,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Grosvenor Park Media Ltd."", ""id"": 2053}]",2007-10-04,4607608,139.0,Released,Love in the Time of Cholera,6.4,Javier Bardem Unax Ugalde Benjamin Bratt Catalina Sandino Moreno H\u00e9ctor Elizondo,Mike Newell
1099,45000000,Action Thriller,38153,en,Shadow Conspiracy,3.848893,"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Cinergi Pictures Entertainment"", ""id"": 1504}]",1997-01-31,2154540,103.0,Released,Shadow Conspiracy,4.0,Charlie Sheen Donald Sutherland Linda Hamilton Stephen Lang Nicholas Turturro,George P. Cosmatos
1100,45000000,Crime Adventure Action Comedy Thriller,58233,en,Johnny English Reborn,35.6585,"[{""name"": ""Universal Pictures"", ""id"": 33}]",2011-09-15,160078586,101.0,Released,Johnny English Reborn,6.0,Rowan Atkinson Dominic West Gillian Anderson Rosamund Pike Daniel Kaluuya,Oliver Parker
1101,65000000,Animation Action Comedy Family,116977,en,Foodfight!,5.258726,"[{""name"": ""Threshold Entertainment"", ""id"": 4174}, {""name"": ""Lions Gate Family Entertainment"", ""id"": 6574}]",2012-06-15,73706,87.0,Released,Foodfight!,2.3,Charlie Sheen Wayne Brady Hilary Duff Eva Longoria Christopher Lloyd,Lawrence Kasanoff
1102,44500000,Drama Thriller,68734,en,Argo,62.01056,"[{""name"": ""GK Films"", ""id"": 3281}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Smokehouse Pictures"", ""id"": 22695}]",2012-10-11,232324128,120.0,Released,Argo,7.1,Ben Affleck Bryan Cranston Alan Arkin John Goodman Victor Garber,Ben Affleck
1103,44000000,Adventure Action Thriller Crime Mystery,5503,en,The Fugitive,54.884297,"[{""name"": ""Warner Bros."", ""id"": 6194}]",1993-08-06,368875760,130.0,Released,The Fugitive,7.2,Harrison Ford Tommy Lee Jones Sela Ward Julianne Moore Joe Pantoliano,Andrew Davis
1104,40000000,Action,27573,en,The Bounty Hunter,33.747825,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Madhouse Entertainment"", ""id"": 12199}]",2010-03-16,136000000,110.0,Released,The Bounty Hunter,5.5,Gerard Butler Jennifer Aniston Gio Perez Siobhan Fallon Joel Garland,Andy Tennant
1105,44000000,Crime Drama Thriller,819,en,Sleepers,16.245068,"[{""name"": ""Propaganda Films"", ""id"": 278}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Baltimore Pictures"", ""id"": 11407}]",1996-10-18,165615285,147.0,Released,Sleepers,7.3,Robert De Niro Brad Pitt Kevin Bacon Jason Patric Ron Eldard,Barry Levinson
1106,44000000,Action Adventure Thriller War,1369,en,Rambo: First Blood Part II,38.653969,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Carolco Pictures"", ""id"": 14723}]",1985-05-21,300400432,96.0,Released,Rambo: First Blood Part II,6.3,Sylvester Stallone Richard Crenna Charles Napier Steven Berkoff Julia Nickson,George P. Cosmatos
1107,44000000,Drama Thriller,9623,en,The Juror,3.937352,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]",1996-02-02,0,118.0,Released,The Juror,5.5,Demi Moore Alec Baldwin Joseph Gordon-Levitt Anne Heche James Gandolfini,Brian Gibson
1108,2600000,Animation Family,10895,en,Pinocchio,46.007991,"[{""name"": ""RKO Radio Pictures"", ""id"": 6}, {""name"": ""Walt Disney Productions"", ""id"": 3166}]",1940-02-23,84300000,88.0,Released,Pinocchio,6.9,Mel Blanc Don Brodie Walter Catlett Marion Darlington Frankie Darro,Ben Sharpsteen
1109,44000000,Action Drama History Western,10935,en,Heaven's Gate,5.3801239999999995,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""The Criterion Collection"", ""id"": 10932}]",1980-11-19,3484331,219.0,Released,Heaven's Gate,6.4,Kris Kristofferson Christopher Walken John Hurt Isabelle Huppert Sam Waterston,Michael Cimino
1110,50000000,Fantasy Action Science Fiction Thriller,834,en,Underworld: Evolution,49.020045,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Screen Gems"", ""id"": 3287}]",2006-01-12,111340801,106.0,Released,Underworld: Evolution,6.4,Kate Beckinsale Scott Speedman Tony Curran Shane Brolly Derek Jacobi,Len Wiseman
1111,40000000,Drama Science Fiction Thriller,228066,en,Victor Frankenstein,24.821138,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}, {""name"": ""TSG Entertainment"", ""id"": 22213}]",2015-11-10,34227298,109.0,Released,Victor Frankenstein,5.6,James McAvoy Daniel Radcliffe Jessica Brown Findlay Andrew Scott Charles Dance,Paul McGuigan
1112,43000000,Drama,711,en,Finding Forrester,19.043286,"[{""name"": ""Fountainbridge Films"", ""id"": 414}, {""name"": ""Laurence Mark Productions"", ""id"": 415}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Finding Forrester Productions"", ""id"": 50830}]",2000-12-21,80049764,136.0,Released,Finding Forrester,7.0,Sean Connery Rob Brown F. Murray Abraham Anna Paquin Busta Rhymes,Gus Van Sant
1113,43000000,Comedy Drama,10468,en,28 Days,5.418921,"[{""name"": ""Columbia Pictures"", ""id"": 5}]",2000-04-06,0,103.0,Released,28 Days,6.0,Sandra Bullock Viggo Mortensen Dominic West Elizabeth Perkins Alan Tudyk,Betty Thomas
1114,45000000,Action Crime,10027,en,Unleashed,25.999888,"[{""name"": ""Canal Plus"", ""id"": 104}, {""name"": ""Current Entertainment"", ""id"": 972}, {""name"": ""Clubdeal"", ""id"": 2748}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""Qian Yian International"", ""id"": 66739}, {""name"": ""Danny the Dog Prods Ltd."", ""id"": 66740}]",2005-02-02,50871113,103.0,Released,Unleashed,6.6,Jet Li Morgan Freeman Bob Hoskins Vincent Regan Dylan Brown,Louis Leterrier
1115,43000000,Romance Comedy,11812,en,The Sweetest Thing,18.65632,"[{""name"": ""Konrad Pictures"", ""id"": 85}]",2002-04-12,68696770,84.0,Released,The Sweetest Thing,5.3,Cameron Diaz Christina Applegate Thomas Jane Selma Blair Jason Bateman,Roger Kumble
1116,42000000,Drama Mystery Thriller,37233,en,The Firm,23.736535,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Mirage Enterprises"", ""id"": 932}, {""name"": ""Davis Entertainment"", ""id"": 1302}]",1993-06-30,270248367,154.0,Released,The Firm,6.6,Tom Cruise Jeanne Tripplehorn Gene Hackman Holly Hunter Ed Harris,Sydney Pollack
1117,44000000,Drama,37950,en,Charlie St. Cloud,21.75433,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Relativity Media"", ""id"": 7295}]",2010-05-01,48190704,99.0,Released,Charlie St. Cloud,6.8,Zac Efron Amanda Crew Charlie Tahan Augustus Prew Donal Logue,Burr Steers
1118,40000000,Action Thriller Crime,27582,en,The Mechanic,44.094856,"[{""name"": ""CBS Films"", ""id"": 5490}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Chartoff-Winkler Productions"", ""id"": 12252}, {""name"": ""Scared Productions"", ""id"": 22035}, {""name"": ""Nu Image Entertainment GmbH"", ""id"": 22443}]",2011-01-13,51070807,93.0,Released,The Mechanic,6.3,Jason Statham Ben Foster Donald Sutherland Mini Anden Tony Goldwyn,Simon West
1119,42000000,Action Comedy Crime,64688,en,21 Jump Street,62.714026,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Stephen J. Cannell Productions"", ""id"": 5585}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",2012-03-12,201585328,109.0,Released,21 Jump Street,6.7,Channing Tatum Jonah Hill Brie Larson Dave Franco Ellie Kemper,Phil Lord
